project,length,accuracy
rocketmq,5,92.06
rocketmq,5,77.29
rocketmq,5,85.71
rocketmq,5,65.25
rocketmq,5,63.08
rocketmq,5,49.66
rocketmq,5,67.27
rocketmq,5,65.25
rocketmq,5,90.99
rocketmq,5,75.94
rocketmq,5,48.68
rocketmq,5,78.08
rocketmq,5,90.0
rocketmq,5,42.67
rocketmq,5,49.93
rocketmq,5,50.25
rocketmq,5,91.53
rocketmq,5,81.45
rocketmq,5,91.53
rocketmq,5,80.23
rocketmq,5,57.21
rocketmq,5,86.11
rocketmq,5,75.0
rocketmq,5,90.64
rocketmq,5,31.18
rocketmq,5,75.53
rocketmq,5,75.6
rocketmq,5,74.55
rocketmq,5,47.14
rocketmq,5,66.28
rocketmq,5,74.29
rocketmq,5,76.19
rocketmq,5,65.56
cassandra,2,38.01
cassandra,2,49.67
cassandra,2,51.65
cassandra,2,100.0
cassandra,2,46.67
cassandra,2,83.19
cassandra,2,70.09
cassandra,2,100.0
cassandra,2,57.65
cassandra,2,53.31
cassandra,2,40.0
cassandra,2,48.91
cassandra,2,61.44
cassandra,2,74.85
cassandra,2,50.8
cassandra,2,100.0
cassandra,2,68.51
cassandra,2,100.0
cassandra,2,62.22
cassandra,2,63.89
cassandra,2,100.0
cassandra,2,71.11
cassandra,2,68.0
cassandra,2,100.0
cassandra,2,84.21
cassandra,2,53.33
cassandra,2,80.95
cassandra,2,100.0
cassandra,2,73.33
cassandra,2,100.0
cassandra,2,51.52
cassandra,2,80.0
cassandra,2,70.0
cassandra,2,80.0
cassandra,2,84.62
cassandra,2,80.0
cassandra,2,54.17
cassandra,2,100.0
cassandra,2,33.33
cassandra,2,50.0
cassandra,2,66.67
cassandra,2,93.05
cassandra,2,49.1
cassandra,2,100.0
cassandra,2,95.8
cassandra,2,100.0
cassandra,2,96.3
cassandra,2,64.76
cassandra,2,100.0
cassandra,2,66.47
cassandra,2,54.33
cassandra,2,65.71
cassandra,2,51.52
cassandra,2,50.81
cassandra,2,77.78
cassandra,2,49.09
cassandra,2,100.0
cassandra,2,80.56
cassandra,2,61.0
cassandra,2,84.44
cassandra,2,52.38
cassandra,2,40.0
cassandra,2,66.67
cassandra,2,80.0
cassandra,2,93.33
cassandra,2,68.52
cassandra,2,74.55
cassandra,2,100.0
cassandra,2,91.43
cassandra,2,100.0
cassandra,2,66.33
cassandra,2,66.67
cassandra,2,100.0
cassandra,2,51.33
cassandra,2,53.33
cassandra,2,72.22
cassandra,2,85.9
cassandra,2,66.67
cassandra,2,86.11
cassandra,2,62.45
cassandra,2,63.07
cassandra,2,71.43
cassandra,2,44.44
cassandra,2,66.67
cassandra,2,66.9
cassandra,2,91.11
cassandra,2,100.0
cassandra,2,60.0
cassandra,2,100.0
cassandra,2,80.56
cassandra,2,60.0
cassandra,2,75.0
cassandra,2,40.0
cassandra,2,69.44
cassandra,2,78.57
cassandra,2,71.43
cassandra,2,66.67
cassandra,2,93.12
cassandra,2,53.96
cassandra,2,50.0
cassandra,3,83.79
cassandra,3,66.26
cassandra,3,63.4
cassandra,3,70.0
cassandra,3,77.78
cassandra,3,41.21
cassandra,3,72.22
cassandra,3,59.28
cassandra,3,52.39
cassandra,3,63.79
cassandra,3,67.37
cassandra,3,55.29
cassandra,3,100.0
cassandra,3,59.52
cassandra,3,75.64
cassandra,3,69.44
cassandra,3,68.25
cassandra,3,83.28
cassandra,3,89.86
cassandra,3,85.71
cassandra,3,91.11
cassandra,3,100.0
cassandra,3,55.4
cassandra,3,89.29
cassandra,3,70.33
cassandra,3,83.33
cassandra,3,58.09
cassandra,3,73.33
cassandra,3,55.56
cassandra,3,93.53
cassandra,3,52.83
cassandra,3,92.58
cassandra,3,59.25
cassandra,3,72.06
cassandra,3,76.46
cassandra,3,43.26
cassandra,3,69.0
cassandra,3,54.95
cassandra,3,77.78
cassandra,3,50.75
cassandra,3,85.71
cassandra,3,51.71
cassandra,3,83.96
cassandra,3,55.61
cassandra,3,88.89
cassandra,3,67.41
cassandra,3,67.95
cassandra,3,55.71
cassandra,3,99.17
cassandra,3,77.78
cassandra,3,76.43
cassandra,3,66.67
cassandra,3,87.91
cassandra,3,75.0
cassandra,3,70.0
cassandra,3,86.67
cassandra,3,88.89
cassandra,3,71.18
cassandra,3,55.56
cassandra,3,38.29
cassandra,3,85.79
cassandra,3,84.17
cassandra,3,54.55
cassandra,3,92.86
cassandra,3,61.9
cassandra,3,86.67
cassandra,3,76.56
cassandra,3,86.63
cassandra,3,66.38
cassandra,3,84.85
cassandra,3,65.4
cassandra,3,51.62
cassandra,3,68.89
cassandra,3,53.46
cassandra,3,74.36
cassandra,3,90.0
cassandra,3,88.94
cassandra,3,62.28
cassandra,3,67.32
cassandra,3,83.33
cassandra,3,91.43
cassandra,3,100.0
cassandra,3,71.43
cassandra,3,48.19
cassandra,3,71.79
cassandra,3,88.57
cassandra,3,83.33
cassandra,3,75.82
cassandra,3,51.11
cassandra,3,75.0
cassandra,3,55.56
cassandra,3,68.24
cassandra,3,71.48
cassandra,3,66.67
cassandra,3,80.0
cassandra,3,84.85
cassandra,3,74.73
cassandra,3,41.82
cassandra,3,60.0
cassandra,3,78.57
cassandra,5,72.16
cassandra,5,53.28
cassandra,5,82.61
cassandra,5,87.91
cassandra,5,70.59
cassandra,5,52.61
cassandra,5,58.65
cassandra,5,59.05
cassandra,5,72.01
cassandra,5,76.32
cassandra,5,55.13
cassandra,5,79.77
cassandra,5,94.87
cassandra,5,84.62
cassandra,5,72.47
cassandra,5,82.38
cassandra,5,66.19
cassandra,5,69.23
cassandra,5,43.55
cassandra,5,91.45
cassandra,5,58.71
cassandra,5,51.68
cassandra,5,75.0
cassandra,5,66.26
cassandra,5,91.03
cassandra,5,57.72
cassandra,5,83.7
cassandra,5,64.33
cassandra,5,67.71
cassandra,5,36.98
cassandra,5,90.21
cassandra,5,74.84
cassandra,5,91.05
cassandra,5,70.91
cassandra,5,89.52
cassandra,5,59.58
cassandra,5,70.5
cassandra,5,83.19
cassandra,5,93.12
cassandra,5,87.62
cassandra,5,73.12
cassandra,5,73.02
cassandra,5,68.8
cassandra,5,64.38
cassandra,5,45.02
cassandra,5,93.33
cassandra,5,86.72
cassandra,5,62.22
cassandra,5,78.42
cassandra,5,93.12
cassandra,5,63.65
cassandra,5,62.7
cassandra,5,90.51
cassandra,5,82.86
cassandra,5,50.67
cassandra,5,76.19
cassandra,5,66.05
cassandra,5,78.57
cassandra,5,86.67
cassandra,5,79.17
cassandra,5,75.26
cassandra,5,87.13
cassandra,5,41.59
cassandra,5,70.75
cassandra,5,44.94
cassandra,5,45.02
cassandra,5,67.07
cassandra,5,71.79
cassandra,5,79.05
cassandra,5,63.18
cassandra,5,78.06
cassandra,5,66.38
cassandra,5,76.92
cassandra,5,63.94
cassandra,5,84.01
cassandra,5,89.52
cassandra,5,67.5
cassandra,5,77.46
cassandra,5,78.13
cassandra,5,60.6
cassandra,5,100.0
cassandra,5,79.41
cassandra,5,83.09
cassandra,5,68.38
cassandra,5,76.19
cassandra,5,92.42
cassandra,5,87.35
cassandra,5,80.55
cassandra,5,80.95
cassandra,5,74.75
cassandra,5,72.66
cassandra,5,64.58
cassandra,5,43.88
cassandra,5,67.64
cassandra,5,86.55
cassandra,5,73.0
cassandra,5,59.84
cassandra,5,86.99
cassandra,5,97.88
cassandra,5,50.73
antlr4,2,100.0
antlr4,2,80.0
antlr4,2,64.53
antlr4,2,54.77
antlr4,2,49.21
antlr4,2,68.11
antlr4,2,74.08
antlr4,2,47.43
antlr4,2,80.87
antlr4,2,60.79
antlr4,2,65.66
antlr4,2,100.0
antlr4,2,66.67
antlr4,2,89.29
antlr4,2,98.48
antlr4,2,77.78
antlr4,2,91.86
antlr4,2,100.0
antlr4,2,100.0
antlr4,2,100.0
antlr4,2,100.0
antlr4,2,100.0
antlr4,2,98.46
antlr4,2,39.92
antlr4,2,50.0
antlr4,2,0.0
antlr4,2,44.15
antlr4,2,66.67
antlr4,2,94.85
antlr4,2,69.7
antlr4,2,59.52
antlr4,2,65.15
antlr4,2,60.53
antlr4,2,97.12
antlr4,2,88.59
antlr4,2,59.84
antlr4,2,42.56
antlr4,2,60.0
antlr4,2,100.0
antlr4,2,100.0
antlr4,2,78.79
antlr4,2,82.22
antlr4,2,66.67
antlr4,2,66.67
antlr4,2,100.0
antlr4,2,78.95
antlr4,2,100.0
antlr4,2,21.21
antlr4,2,100.0
antlr4,2,53.85
antlr4,2,100.0
antlr4,2,66.67
antlr4,2,100.0
antlr4,2,80.83
antlr4,2,100.0
antlr4,2,70.27
antlr4,2,100.0
antlr4,2,75.24
antlr4,2,72.32
antlr4,2,98.05
antlr4,2,100.0
antlr4,2,100.0
antlr4,2,73.33
antlr4,2,80.54
antlr4,2,69.44
antlr4,2,36.62
antlr4,2,70.0
antlr4,2,85.54
antlr4,2,100.0
antlr4,2,55.56
antlr4,2,57.58
antlr4,2,80.0
antlr4,2,34.0
antlr4,2,61.82
antlr4,2,73.33
antlr4,2,100.0
antlr4,2,100.0
antlr4,2,93.0
antlr4,2,60.96
antlr4,2,100.0
antlr4,2,100.0
antlr4,2,21.33
antlr4,2,90.91
antlr4,2,87.88
antlr4,2,94.12
antlr4,2,73.63
antlr4,2,80.79
antlr4,2,55.56
antlr4,2,100.0
antlr4,2,100.0
antlr4,2,100.0
antlr4,2,54.5
antlr4,2,76.19
antlr4,2,48.48
antlr4,2,66.01
antlr4,2,47.62
antlr4,2,70.0
antlr4,2,78.57
antlr4,2,90.0
antlr4,2,69.7
antlr4,3,74.24
antlr4,3,83.19
antlr4,3,38.1
antlr4,3,86.81
antlr4,3,66.67
antlr4,3,64.67
antlr4,3,78.55
antlr4,3,71.52
antlr4,3,66.97
antlr4,3,52.38
antlr4,3,67.03
antlr4,3,77.78
antlr4,3,92.5
antlr4,3,100.0
antlr4,3,76.19
antlr4,3,92.34
antlr4,3,100.0
antlr4,3,50.0
antlr4,3,78.79
antlr4,3,64.44
antlr4,3,45.3
antlr4,3,70.0
antlr4,3,60.0
antlr4,3,44.1
antlr4,3,73.33
antlr4,3,94.92
antlr4,3,66.67
antlr4,3,73.12
antlr4,3,64.1
antlr4,3,72.83
antlr4,3,50.56
antlr4,3,94.56
antlr4,3,61.34
antlr4,3,84.21
antlr4,3,45.47
antlr4,3,68.18
antlr4,3,78.18
antlr4,3,100.0
antlr4,3,89.58
antlr4,3,60.31
antlr4,3,100.0
antlr4,3,23.85
antlr4,3,76.47
antlr4,3,85.77
antlr4,3,88.89
antlr4,3,86.77
antlr4,3,79.49
antlr4,3,100.0
antlr4,3,100.0
antlr4,3,55.56
antlr4,3,57.14
antlr4,3,77.3
antlr4,3,56.16
antlr4,3,80.0
antlr4,3,89.39
antlr4,3,65.62
antlr4,3,89.29
antlr4,3,56.27
antlr4,3,54.17
antlr4,3,65.67
antlr4,3,69.8
antlr4,3,97.35
antlr4,3,80.0
antlr4,3,70.12
antlr4,3,83.16
antlr4,3,75.76
antlr4,3,60.8
antlr4,3,47.46
antlr4,3,71.45
antlr4,3,92.89
antlr4,3,100.0
antlr4,3,41.27
antlr4,3,94.44
antlr4,3,50.57
antlr4,3,59.05
antlr4,3,64.48
antlr4,3,59.69
antlr4,3,73.86
antlr4,3,50.0
antlr4,3,54.41
antlr4,3,45.8
antlr4,3,56.51
antlr4,3,67.07
antlr4,3,58.36
antlr4,3,63.76
antlr4,3,58.4
antlr4,3,72.86
antlr4,3,76.47
antlr4,3,44.79
antlr4,3,44.4
antlr4,3,60.42
antlr4,3,66.67
antlr4,3,69.54
antlr4,3,100.0
antlr4,3,74.27
antlr4,3,64.03
antlr4,3,72.31
antlr4,3,69.44
antlr4,3,55.85
antlr4,3,48.53
antlr4,5,45.96
antlr4,5,83.81
antlr4,5,85.79
antlr4,5,74.75
antlr4,5,93.33
antlr4,5,31.19
antlr4,5,78.06
antlr4,5,82.61
antlr4,5,88.24
antlr4,5,67.95
antlr4,5,70.45
antlr4,5,75.43
antlr4,5,80.0
antlr4,5,92.65
antlr4,5,70.82
antlr4,5,61.49
antlr4,5,72.04
antlr4,5,91.14
antlr4,5,90.11
antlr4,5,63.61
antlr4,5,54.95
antlr4,5,60.92
antlr4,5,81.3
antlr4,5,33.8
antlr4,5,69.87
antlr4,5,72.92
antlr4,5,79.72
antlr4,5,80.48
antlr4,5,66.93
antlr4,5,47.62
antlr4,5,70.24
antlr4,5,60.42
antlr4,5,78.18
antlr4,5,56.47
antlr4,5,52.03
antlr4,5,55.78
antlr4,5,71.03
antlr4,5,65.65
antlr4,5,64.94
antlr4,5,74.96
antlr4,5,85.04
antlr4,5,71.9
antlr4,5,68.66
antlr4,5,71.31
antlr4,5,95.56
antlr4,5,88.42
antlr4,5,93.33
antlr4,5,84.97
antlr4,5,93.41
antlr4,5,83.33
antlr4,5,78.79
antlr4,5,74.36
antlr4,5,60.59
antlr4,5,78.21
antlr4,5,66.1
antlr4,5,51.13
antlr4,5,97.8
antlr4,5,66.89
antlr4,5,86.11
antlr4,5,75.49
antlr4,5,63.86
antlr4,5,78.06
antlr4,5,91.67
antlr4,5,69.66
antlr4,5,55.17
antlr4,5,61.67
antlr4,5,74.27
antlr4,5,89.67
antlr4,5,78.33
antlr4,5,69.18
antlr4,5,100.0
antlr4,5,63.4
antlr4,5,56.03
antlr4,5,79.09
antlr4,5,79.63
antlr4,5,94.19
antlr4,5,80.0
antlr4,5,60.14
antlr4,5,79.05
antlr4,5,57.23
antlr4,5,57.19
antlr4,5,93.11
antlr4,5,52.5
antlr4,5,100.0
antlr4,5,60.84
antlr4,5,77.21
antlr4,5,88.89
antlr4,5,42.69
antlr4,5,79.89
antlr4,5,55.71
antlr4,5,74.01
antlr4,5,66.84
antlr4,5,100.0
antlr4,5,77.49
antlr4,5,64.82
antlr4,5,89.13
antlr4,5,72.52
antlr4,5,72.06
antlr4,5,55.73
antlr4,5,50.0
